name,address,categories,category_ids,city,description,distance,foursquare_id,hours,instagram_url,is_nightlife,last_fsq_refresh,lat,lng,place_id,popularity,price_level,rating,social_media,state,summary,tips,types,website
Old Town Agave,"12 E Colorado Blvd, Pasadena, CA 91105, USA",Restaurant,13065,Los Angeles,,626,30f53f19df5040c838b53878,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '8:30\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '8:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': 'Closed', 'thursday': 'Closed'}",,False,2025-05-11 23:58:39.466549+00:00,34.1456291,-118.1501685,ChIJJcKOZhzDwoARcAcxjXH7BV0,,,,{},CA,A Restaurant in downtown LA.,,"bar, point_of_interest, establishment",
Reilly's Irish Pub,"1 World Wy, Los Angeles, CA 90045, USA",Irish Pub,13389,Los Angeles,,1902,58d6fd6f24ca6a0165ac93a0,"{'tuesday': '6:00\u202fAM\u2009–\u200910:30\u202fPM', 'monday': '6:00\u202fAM\u2009–\u20098:00\u202fPM', 'sunday': '6:00\u202fAM\u2009–\u20098:45\u202fPM', 'friday': '6:00\u202fAM\u2009–\u200910:30\u202fPM', 'saturday': '6:00\u202fAM\u2009–\u20098:30\u202fPM', 'wednesday': '6:00\u202fAM\u2009–\u200910:30\u202fPM', 'thursday': '6:00\u202fAM\u2009–\u200910:30\u202fPM'}",,False,2025-05-11 23:55:24.289578+00:00,33.9472987,-118.4012378,ChIJJy6UMdawwoARCOW8SjpkkEY,,,2.5,{},CA,A Irish Pub in downtown LA.,"Not as crowded as the other places, probably as alcohol first, food distant second. Miffed that Irish bar had no coffee for an Irish coffee. | Great place to get food poisoning! I wouldn't eat this slop even if it was free. | Way over priced for a terrible drink. Watched the bartender water it down with the soda gun. And the garnish is a gutted orange slice?!? Not a $16 old fashioned if you ask me. Hard drink to mess up...","bar, point_of_interest, establishment",
S Bar Brentwood,"11777 San Vicente Blvd Suite 100, Los Angeles, CA 90049, USA","Night Club, Bar, Restaurant","10032, 13065, 13003",Los Angeles,,2735,614a19e10e7b9068fd4e6c36,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': '5:00\u202fPM\u2009–\u200912:00\u202fAM', 'friday': '5:00\u202fPM\u2009–\u20091:00\u202fAM', 'saturday': '5:00\u202fPM\u2009–\u20091:00\u202fAM', 'wednesday': '5:00\u202fPM\u2009–\u200912:00\u202fAM', 'thursday': '5:00\u202fPM\u2009–\u20091:00\u202fAM'}",https://www.instagram.com/sbarbrentwood/,False,2025-05-12 00:00:56.819666+00:00,34.0536143,-118.4684679,ChIJK7XaNUW9woARBwHA70YfaS4,,,4.4,{},CA,"A Night Club, Bar, and more in downtown LA.",,"bar, point_of_interest, establishment",https://www.sbe.com/nightlife/s-bar/brentwood?utm_source=google-gmb&utm_medium=organic&utm_campaign=gmb
ISLAND BOAT MDR: 59ft Yacht Rental| #1 Party Deck| Dance Floor| Karaoke| Dolphin Watching,"13701 Fiji Way Dock 55, Marina Del Rey, CA 90292, USA",Water Sports,18067,Los Angeles,,664,4e6ce8add4c09a17a5cc6c7c,"{'tuesday': '8:00\u202fAM\u2009–\u20099:00\u202fPM', 'monday': '8:00\u202fAM\u2009–\u20099:00\u202fPM', 'sunday': '8:00\u202fAM\u2009–\u20099:00\u202fPM', 'friday': '8:00\u202fAM\u2009–\u20099:00\u202fPM', 'saturday': '8:00\u202fAM\u2009–\u20099:00\u202fPM', 'wednesday': '8:00\u202fAM\u2009–\u20099:00\u202fPM', 'thursday': '8:00\u202fAM\u2009–\u20099:00\u202fPM'}",https://instagram.com/islandboatmdr,False,2025-05-11 23:43:02.928202+00:00,33.9744247,-118.4464148,ChIJKUhhd3y7woARtWDD6OZ-u7M,,,4.9,{},CA,A Water Sports in downtown LA.,"Discover the area from an entirely new angle by reserving a parasail excursion. | Safe, easy & fun! Depart from Fisherman's Village and fly sky high tandem or triple side-by-side. | Request to go second if you get the option. It's the best view","travel_agency, night_club, bar, point_of_interest, establishment",https://linktr.ee/islandboat
Te'Kila,"6541 Hollywood Blvd, Los Angeles, CA 90028, USA","Cocktail Bar, Mexican Restaurant","13009, 13303",Los Angeles,,0,61b975afaf77272364149b34,"{'tuesday': '12:00\u202fPM\u2009–\u20091:00\u202fAM', 'monday': '12:00\u202fPM\u2009–\u20091:00\u202fAM', 'sunday': '12:00\u202fPM\u2009–\u20091:00\u202fAM', 'friday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '12:00\u202fPM\u2009–\u20091:00\u202fAM', 'thursday': '12:00\u202fPM\u2009–\u20091:00\u202fAM'}",,False,2025-05-12 00:46:01.506364+00:00,34.1017391,-118.3324406,ChIJKX2KYzu_woAR90Mynae0j00,,1,4.3,{},CA,"Lounge & eatery boasts big tequila menu, plus a range of Mexican dishes such as tacos & street eats.","Fantastic service! (Ask for Brittany) every dish that came out was unbelievable. Friendly for vegetarians as well! | Tulum in LA. Mezcal passion cocktail was excellent. We loved the whole fish and pork tacos too. | A great atmosphere with a great rib eye steak been served, looking forward for coming back soon.","bar, restaurant, food, point_of_interest, establishment",http://tekilahollywood.com/
Tavern on Main SM,"2907 Main St, Santa Monica, CA 90405, USA","Sports Bar, American Restaurant","13068, 13022",Los Angeles,,0,62cccc36b8d3a45f64c4a541,"{'tuesday': '2:00\u202fPM\u2009–\u200912:00\u202fAM', 'monday': '2:00\u202fPM\u2009–\u200912:00\u202fAM', 'sunday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'friday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '2:00\u202fPM\u2009–\u200912:00\u202fAM', 'thursday': '11:00\u202fAM\u2009–\u20092:00\u202fAM'}",,False,2025-05-12 00:41:46.183565+00:00,33.99944299999999,-118.48069,ChIJL32iHtK6woARflF-Mf6Eg3k,,1,4.1,{},CA,"Spiffy yet laid-back watering hole features burgers & other bar bites, plus numerous big-screen TVs.",Free bathroom | Eating ice cream cake on the street,"bar, restaurant, food, point_of_interest, establishment",https://www.tavernonmainsm.com/
Jay's Bar,"4321 W Sunset Blvd, Los Angeles, CA 90029, USA","Wine Bar, Gastropub, New American Restaurant","13025, 13314, 13057",Los Angeles,,489,50ef4378e4b0e0b77256e5d6,"{'tuesday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '4:00\u202fPM\u2009–\u20092:00\u202fAM'}",https://www.instagram.com/17841401546684158/,False,2025-05-11 23:53:28.341883+00:00,34.0952264,-118.2830306,ChIJL7iB2negCDsRLCd9GudVz2Q,,2,4.4,{},CA,"Gastropub dominated by raw surfaces offering whiskey, craft beers on tap & comfort grub with twists.","Happy Hour Daily 4-7pm: $1 off all drafts and wine by the glass & sake shots, $3 PBR and Coors Light; $3 off draft pitchers & wine by the bottle. Try the Fresh-cut fries or fried walnut brie for $5-6! | Great drinks and food right in a strip mall. Jay's Burger is the best ""Junior Burger"" you've ever tasted. Favorite bar in Silver Lake, at least until the drunk assholes show up later in the evening. | the mushrooms caps are GREAT! So is the smoked tempeh grilled cheese, a lot of flavor! only downside is having to go to the bar to order food and drinks, no one comes to you once you're seated.","bar, restaurant, food, point_of_interest, establishment",http://jaysbarla.com/
Jameson’s Pub,"2702 Main St, Santa Monica, CA 90405, USA","Piano Bar, Sports Bar, Restaurant","13017, 13065, 13022",Los Angeles,,0,5ceb61423e6741002c24992e,"{'tuesday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'monday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'sunday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'friday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '11:30\u202fAM\u2009–\u20092:00\u202fAM', 'thursday': '11:30\u202fAM\u2009–\u20092:00\u202fAM'}",https://www.instagram.com/eatatdogandduck/,False,,34.0007499,-118.4825824,ChIJLVkhRwG7woARIyUtbKp5qSY,,2,4.3,{},CA,"A Piano Bar, Sports Bar, and more in downtown LA.",Still sad they changed from Finn McCools. 😔 | Happy hour here is two-for-one beers which is pretty great; I was surprised at first when I ordered one Guinness and the bartender handed me two! Plentiful outlets under every seat at the bar. | Surprisingly good prime rib sandwich! Wash it down with a black & tan,"bar, restaurant, food, point_of_interest, establishment",http://www.jamesonsirishpub.com/
The Nile Restaurant and Bar,"207 S Market St, Inglewood, CA 90301, USA",BBQ Joint,13026,Los Angeles,,79,4ba5889af964a520161039e3,"{'tuesday': '3:00\u202fPM\u2009–\u20091:00\u202fAM', 'monday': '3:00\u202fPM\u2009–\u20091:00\u202fAM', 'sunday': '3:00\u202fPM\u2009–\u20091:00\u202fAM', 'friday': '3:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '3:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '3:00\u202fPM\u2009–\u20091:00\u202fAM', 'thursday': '3:00\u202fPM\u2009–\u20091:00\u202fAM'}",https://www.instagram.com/thenileinglewood/,False,2025-05-11 23:54:37.649881+00:00,33.9616178,-118.3522463,ChIJLawXAlq3woAR0jFPjrYnKEo,,2,4.5,{},CA,A BBQ Joint in downtown LA.,Beef Slices with mixed mild and spicy - delicious | I like the spicy bbq sauce and chicken links | Fantastic BBQ spot.  Worth a try,"bar, point_of_interest, establishment",http://thenilebar.com/
Stoa Wine Bar & Market,"4240 Via Marina, Marina Del Rey, CA 90292, USA",Farmers Market,17065,Los Angeles,,1284,5182a66c498e61929a0e42ad,,https://www.instagram.com/stoawinebar,False,2025-05-11 23:42:34.611776+00:00,33.97799529999999,-118.4584164,ChIJLe-SEp27woARELFu1cJTVFE,,,,{},CA,A Farmers Market in downtown LA.,We come here for King’s Road coffee on Saturday morning walks; better for brunch than for buying produce but have bought some great fruit & veg for less than what you pay at Mar Vista or Santa Monica! | Nice to have in the neighborhood but really small and does not hold a candle to the Santa Monica Farmers Market. | Corn Tamale - Me Gusta Gourmet Tamales,"bar, food, point_of_interest, establishment",https://www.stoawinebar.com/
El Cid,"4212 W Sunset Blvd, Los Angeles, CA 90029, USA","Music Venue, Mexican Restaurant, Tapas Restaurant","13347, 13303, 10039",Los Angeles,,369,43276800f964a520b9271fe3,,https://www.instagram.com/elcidsunset/,False,2025-05-11 23:53:03.047787+00:00,34.0938159,-118.2824251,ChIJLy00qU7HwoARAGjt9kLQRNU,,2,4.2,{},CA,"Quirky neighborhood fixture offering tapas, paella & weekend flamenco shows, plus live-music nights.",El Cid has been in business since 1963. It was built in 1925 as The Jail Cafe with a prison theme with V.I.P. cells and waiters wearing guard costumes. | Great outdoor space for happy hour (cheap tacos) and indoor club lounge place for music and flamenco dancing. Watch your step down. | Been around for ages.  Great for a fun night out away from Hollywood.  Good crowd.  Great drinks.,"bar, point_of_interest, establishment",http://elcidsunset.com/
Prank Bar,"1100 S Hope St, Los Angeles, CA 90015, USA",Cocktail Bar,13009,Los Angeles,,0,58796b6615fb436da19e1ed8,"{'tuesday': '4:00\u2009–\u200911:00\u202fPM', 'monday': '4:00\u2009–\u200911:00\u202fPM', 'sunday': '11:00\u202fAM\u2009–\u200911:00\u202fPM', 'friday': '4:00\u202fPM\u2009–\u200912:00\u202fAM', 'saturday': '3:00\u202fPM\u2009–\u200912:00\u202fAM', 'wednesday': '4:00\u2009–\u200911:00\u202fPM', 'thursday': '4:00\u202fPM\u2009–\u200912:00\u202fAM'}",https://www.instagram.com/prankbar/,False,,34.0419977,-118.2630147,ChIJMQFUGMjHwoARgEq6zClzjVw,,2,4.4,{},CA,"Open-air bar near the Staples Center with burgers, tacos & inventive cocktails.","Healthy food, good ambience and cocktails. The brunch wings are bomb. | The music, the food, and the coctails. Especially the music though, I feel like they are tracking me and secretly looking for my most precious and hidden songs:) | LA's first walk up bar!  Indoor/Outdoor with a big bar sitting on the corner.  Great long Happy Hour from 2:40pm - 7:02pm and live music as well.","restaurant, bar, food, point_of_interest, establishment",http://www.prankbar.com/
Richmond Bar & Grill,"145 Richmond St, El Segundo, CA 90245, USA","Sports Bar, Burger Joint, American Restaurant","13068, 13022, 13031",Los Angeles,,1887,4a554e87f964a5200db41fe3,"{'tuesday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'monday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'sunday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'friday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'saturday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'wednesday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'thursday': '11:00\u202fAM\u2009–\u200910:00\u202fPM'}",https://www.instagram.com/richmondbarandgrill/,False,2025-05-11 23:55:36.156091+00:00,33.9177065,-118.4173217,ChIJM_XeFmqxwoARN3zt4F3Juis,,1,4.6,{},CA,"Down-to-earth mainstay offering traditional hearty comfort food, plus craft beers.","The food, the beer, the unpretentious venue. Not sure what @ANGELO is going on about nor why his review was promoted above all others.... | The staff is super nice. The food I've had is great. I'm just bummed bc most places have a veggie burger of some type and they don't. I wanted some coffee too after eating which they didn't have. :( | Peanut butter bacon cheddar burger is finger lickin' awesome!","bar, restaurant, food, point_of_interest, establishment",http://richmondbarandgrill.com/
CUBAN LEAF CIGAR LOUNGE,"122 S Market St, Inglewood, CA 90301, USA","Cocktail Bar, Lounge","13016, 13009",Los Angeles,,152,b15a724f37a84d177ffb0d69,"{'tuesday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'monday': 'Closed', 'sunday': '12:00\u2009–\u20098:00\u202fPM', 'friday': '11:00\u202fAM\u2009–\u20093:00\u202fAM', 'saturday': 'Closed', 'wednesday': '11:00\u202fAM\u2009–\u200910:00\u202fPM', 'thursday': '11:00\u202fAM\u2009–\u200910:00\u202fPM'}",,False,2025-05-11 23:54:39.615136+00:00,33.9624268,-118.3517027,ChIJMfzHyGq3woARbHFksmGnEk8,,,4.7,{},CA,A Cocktail Bar and Lounge in downtown LA.,,"night_club, bar, store, point_of_interest, establishment",
JP's Sports Bar & Grill,"925 Wilshire Blvd, Santa Monica, CA 90401, USA","Wine Bar, Dining and Drinking","13000, 13025",Los Angeles,,1092,459d1658f964a520a3401fe3,"{'tuesday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'monday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'sunday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'friday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '10:00\u202fAM\u2009–\u20092:00\u202fAM', 'thursday': '10:00\u202fAM\u2009–\u20092:00\u202fAM'}",,False,2025-05-11 23:41:49.850381+00:00,34.0238022,-118.4930258,ChIJMwZdJMqkwoARWu91djzF0r0,,1,4.2,{},CA,A Wine Bar and Dining and Drinking in downtown LA.,"Lavender almonds, beets and berries, crispy potatoes with chicken gravy... Everything is delicious! Also appreciate that the flavors here are fresh and unique, not just a menu of current food trends. | In addition to a new full bar program, chef Jeremy Fox's lighter California-style veggie-centered dishes shine, making the staple westside date spot once again obligatory. [Eater 38 Member] | Fabulously sourced, impeccably prepared selection of dishes in a warm, convivial space. Spot-on service, with a well-curated wine list with both harder to find domestic and international selections","bar, point_of_interest, establishment",
Silver Reign Gentlemen's Club,"11908 Mississippi Ave, Los Angeles, CA 90025, USA","Night Club, Lounge","10032, 13016",Los Angeles,,2885,4b7ccee5f964a52024a62fe3,"{'tuesday': '12:00\u202fPM\u2009–\u20094:00\u202fAM', 'monday': '12:00\u202fPM\u2009–\u20094:00\u202fAM', 'sunday': '9:00\u202fPM\u2009–\u20094:00\u202fAM', 'friday': '12:00\u202fPM\u2009–\u20094:00\u202fAM', 'saturday': '9:00\u202fPM\u2009–\u20094:00\u202fAM', 'wednesday': '12:00\u202fPM\u2009–\u20094:00\u202fAM', 'thursday': '12:00\u202fPM\u2009–\u20094:00\u202fAM'}",,False,2025-05-11 23:41:39.306764+00:00,34.033074,-118.45314,ChIJMzBHXhK7woARJ6YnQhgqDas,,,3.5,{},CA,A Night Club and Lounge in downtown LA.,Courtney is the sexiest ! | Check out the new girl Roberta Balcazar | Watch out for Gladys... Unless you're into that sort of thing.,"night_club, bar, point_of_interest, establishment",http://silverreign.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=los%20angeles
Lucky Baldwin's Pub,"1770 E Colorado Blvd, Pasadena, CA 91106, USA","Bar, Fish and Chips Shop, American Restaurant","13003, 13068, 13051",Los Angeles,,2826,4d51e88d7ee1a35d31af9434,"{'tuesday': '12:00\u2009–\u200911:00\u202fPM', 'monday': '12:00\u2009–\u200911:00\u202fPM', 'sunday': '9:00\u202fAM\u2009–\u200911:00\u202fPM', 'friday': '12:00\u2009–\u200911:00\u202fPM', 'saturday': '9:00\u202fAM\u2009–\u200911:00\u202fPM', 'wednesday': '12:00\u2009–\u200911:00\u202fPM', 'thursday': '12:00\u2009–\u200911:00\u202fPM'}",https://www.instagram.com/luckybaldwins/,False,2025-05-11 23:59:16.200248+00:00,34.1458364,-118.113882,ChIJN0f4mFTDwoARSvjhToR4XhI,,2,4.4,{},CA,"British watering hole offering a selection of international bottled & draft beer, plus pub grub.","I usually go on Saturday afternoon when it's slower. They usually have football (soccer) games on. Their Belgian beer list is usually pretty great, this is their Trappiste bar after all. | More spacious and less crowded than the old town location. Lots of great beers and pub food. Love the steak and mushroom pie or cottage pie. | Great tap list, appropriate glassware, much more mellow than the Old Town location.","bar, restaurant, food, point_of_interest, establishment",https://www.luckybaldwins.com/
Route 66 Hollywood - Bistro and Lounge,"1160 N Vermont Ave, Los Angeles, CA 90029, USA",Hotel,19014,Los Angeles,,1160,4bc44962dce4eee16912729d,"{'tuesday': '5:00\u2009–\u200911:00\u202fPM', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '5:00\u2009–\u200911:00\u202fPM', 'saturday': '5:00\u2009–\u200911:00\u202fPM', 'wednesday': '5:00\u2009–\u200911:00\u202fPM', 'thursday': '5:00\u2009–\u200911:00\u202fPM'}",,False,2025-05-11 23:53:15.849053+00:00,34.09288470000001,-118.2912032,ChIJN1t7xlPHwoARCbEQ9_5AdV8,,3,2.1,{},CA,"Intimate Hollywood Hotel haunt with a stylish atmosphere & a lounge area, plus pizza & cocktails.","Breakfast is good and amenities are solid. Parking is ample but costs too much. Hidden fees make bookings significantly higher, internet is wonky. Very clean and staff is friendly. They take pets! | Rooms are clean and spacious. We were on the 3rd floor. Free nice breakfast and decent wifi. All in all a pretty good hotel for the price! And the metro is half a block away or 3 minutes. | If you want the scoop on everything going on in the LA area, go talk to Mike in the gift shop. Super helpful and friendly guy. Ask him when he's moving to the Moon.","bar, point_of_interest, establishment",
